counter,phi,theta,psi,accel_x,accel_y,accel_z,gps_x,gps_y,gps_z,height,ultrasound,opticflow_vx,opticflow_vy
1086,-380,286,-5201,-111,309,53,392433330,30036044,500219730,1.050781,3168,28.206482,23.142258
1087,-380,286,-5201,-111,309,53,392433330,30036044,500219730,1.050781,3168,28.206482,23.142258
1088,-339,264,-4560,-126,600,-89,392433329,30036044,500219731,1.046875,3185,84.878342,39.462208
1089,-339,264,-4560,-126,600,-89,392433329,30036044,500219731,1.046875,3185,84.878342,39.462208
1090,-339,264,-4560,-126,600,-89,392433329,30036044,500219731,1.046875,3185,84.878342,39.462208
1091,-317,234,-3923,-202,109,-87,392433328,30036044,500219731,1.046875,3145,34.429386,0
1092,-317,234,-3923,-202,109,-87,392433328,30036044,500219731,1.046875,3145,34.429386,0
1093,-317,234,-3923,-202,109,-87,392433328,30036044,500219731,1.046875,3145,34.429386,0
1094,-302,227,-3416,80,197,201,392433328,30036044,500219732,1.046875,3143,27.898283,18.311516
1095,-302,227,-3416,80,197,201,392433328,30036044,500219732,1.046875,3143,27.898283,18.311516
1096,-302,227,-3416,80,197,201,392433328,30036044,500219732,1.046875,3143,27.898283,18.311516
1097,-326,203,-3070,-182,-118,-163,392433327,30036044,500219732,1.046875,35908,15.519592,41.255527
1098,-326,203,-3070,-182,-118,-163,392433327,30036044,500219732,1.046875,35908,15.519592,41.255527
1099,-326,203,-3070,-182,-118,-163,392433327,30036044,500219732,1.046875,35908,15.519592,41.255527
1100,-272,175,-2818,278,-201,49,392433326,30036043,500219733,1.050781,3131,34.188309,20.655073
1101,-272,175,-2818,278,-201,49,392433326,30036043,500219733,1.050781,3131,34.188309,20.655073
1102,-272,175,-2818,278,-201,49,392433326,30036043,500219733,1.050781,3131,34.188309,20.655073
1103,-332,198,-2695,193,-214,42,392433326,30036043,500219733,1.050781,35910,6.166745,29.598425
1104,-332,198,-2695,193,-214,42,392433326,30036043,500219733,1.050781,35910,6.166745,29.598425
1105,-332,198,-2695,193,-214,42,392433326,30036043,500219733,1.050781,35910,6.166745,29.598425
1106,-338,211,-2620,550,-201,5,392433324,30036042,500219734,1.050781,3124,0,34.22789
1107,-338,211,-2620,550,-201,5,392433324,30036042,500219734,1.050781,3124,0,34.22789
1108,-338,211,-2620,550,-201,5,392433324,30036042,500219734,1.050781,3124,0,34.22789
1109,-322,229,-2573,512,-145,-306,392433323,30036041,500219735,1.042969,35900,15.334673,65.675262
1110,-322,229,-2573,512,-145,-306,392433323,30036041,500219735,1.042969,35900,15.334673,65.675262
1111,-322,229,-2573,512,-145,-306,392433323,30036041,500219735,1.042969,35900,15.334673,65.675262
1112,-312,269,-2544,25,-130,-111,392433321,30036040,500219737,1.042969,3138,6.185921,50.245403
1113,-312,269,-2544,25,-130,-111,392433321,30036040,500219737,1.042969,3138,6.185921,50.245403
1114,-312,269,-2544,25,-130,-111,392433321,30036040,500219737,1.042969,3138,6.185921,50.245403
1115,-275,315,-2518,-97,169,-105,392433319,30036038,500219739,1.046875,35928,49.772285,45.94062
1116,-275,315,-2518,-97,169,-105,392433319,30036038,500219739,1.046875,35928,49.772285,45.94062
1117,-275,315,-2518,-97,169,-105,392433319,30036038,500219739,1.046875,35928,49.772285,45.94062
1118,-251,367,-2516,-319,429,308,392433317,30036036,500219741,1.054688,3172,0,101.692421
1119,-251,367,-2516,-319,429,308,392433317,30036036,500219741,1.054688,3172,0,101.692421
1120,-251,367,-2516,-319,429,308,392433317,30036036,500219741,1.054688,3172,0,101.692421
1121,-253,376,-2538,-346,331,74,392433315,30036034,500219743,1.054688,35953,15.793551,90.964859
1122,-253,376,-2538,-346,331,74,392433315,30036034,500219743,1.054688,35953,15.793551,90.964859
1123,-253,376,-2538,-346,331,74,392433315,30036034,500219743,1.054688,35953,15.793551,90.964859
1124,-290,382,-2557,-230,131,-24,392433313,30036032,500219744,1.054688,3187,0,84.003975
1125,-290,382,-2557,-230,131,-24,392433313,30036032,500219744,1.054688,3187,0,84.003975
1126,-290,382,-2557,-230,131,-24,392433313,30036032,500219744,1.054688,3187,0,84.003975
1127,-300,378,-2552,-84,76,-199,392433312,30036031,500219746,1.054688,35953,0,74.637833
1128,-300,378,-2552,-84,76,-199,392433312,30036031,500219746,1.054688,35953,0,74.637833
1129,-300,378,-2552,-84,76,-199,392433312,30036031,500219746,1.054688,35953,0,74.637833
1130,-282,374,-2496,-23,169,-358,392433310,30036029,500219747,1.050781,3180,18.919384,83.821915
1131,-282,374,-2496,-23,169,-358,392433310,30036029,500219747,1.050781,3180,18.919384,83.821915
1132,-282,374,-2496,-23,169,-358,392433310,30036029,500219747,1.050781,3180,18.919384,83.821915
1133,-254,391,-2407,-142,-7,125,392433308,30036028,500219749,1.050781,35951,34.670471,81.458122
1134,-254,391,-2407,-142,-7,125,392433308,30036028,500219749,1.050781,35951,34.670471,81.458122
1135,-254,391,-2407,-142,-7,125,392433308,30036028,500219749,1.050781,35951,34.670471,81.458122
1136,-248,412,-2351,-121,-9,40,392433306,30036026,500219751,1.054688,3186,-6.290024,18.578541
1137,-248,412,-2351,-121,-9,40,392433306,30036026,500219751,1.054688,3186,-6.290024,18.578541
1138,-248,412,-2351,-121,-9,40,392433306,30036026,500219751,1.054688,3186,-6.290024,18.578541
1139,-260,405,-2298,156,-38,8,392433304,30036024,500219752,1.050781,3107,15.829945,71.595345
1140,-260,405,-2298,156,-38,8,392433304,30036024,500219752,1.050781,3107,15.829945,71.595345
1141,-260,405,-2298,156,-38,8,392433304,30036024,500219752,1.050781,3107,15.829945,71.595345
1142,-272,407,-2230,450,-260,-185,392433301,30036022,500219754,1.046875,2922,15.991712,90.039719
1143,-272,407,-2230,450,-260,-185,392433301,30036022,500219754,1.046875,2922,15.991712,90.039719
1144,-272,407,-2230,450,-260,-185,392433301,30036022,500219754,1.046875,2922,15.991712,90.039719
1145,-311,459,-2190,-171,68,-367,392433299,30036020,500219755,1.042969,35865,-18.713917,-46.061996
1146,-311,459,-2190,-171,68,-367,392433299,30036020,500219755,1.042969,35865,-18.713917,-46.061996
1147,-311,459,-2190,-171,68,-367,392433299,30036020,500219755,1.042969,35865,-18.713917,-46.061996
1148,-309,440,-2119,-203,-91,-356,392433296,30036017,500219758,1.046875,3154,13.665598,-54.939098
1149,-309,440,-2119,-203,-91,-356,392433296,30036017,500219758,1.046875,3154,13.665598,-54.939098
1150,-309,440,-2119,-203,-91,-356,392433296,30036017,500219758,1.046875,3154,13.665598,-54.939098
1151,-275,434,-2050,-118,85,109,392433294,30036014,500219760,1.050781,35952,-4.162302,35.345219
1152,-275,434,-2050,-118,85,109,392433294,30036014,500219760,1.050781,35952,-4.162302,35.345219
1153,-275,434,-2050,-118,85,109,392433294,30036014,500219760,1.050781,35952,-4.162302,35.345219
1154,-283,432,-2010,-266,30,-186,392433291,30036011,500219762,1.046875,3205,4.242662,50.125381
1155,-283,432,-2010,-266,30,-186,392433291,30036011,500219762,1.046875,3205,4.242662,50.125381
1156,-283,432,-2010,-266,30,-186,392433291,30036011,500219762,1.046875,3205,4.242662,50.125381
1157,-258,437,-1977,-245,196,125,392433289,30036008,500219765,1.050781,3209,-19.050884,121.917633
1158,-258,437,-1977,-245,196,125,392433289,30036008,500219765,1.050781,3209,-19.050884,121.917633
1159,-258,437,-1977,-245,196,125,392433289,30036008,500219765,1.050781,3209,-19.050884,121.917633
1160,-248,442,-1964,-358,189,62,392433287,30036005,500219767,1.058594,3236,-6.394127,108.594643
1161,-248,442,-1964,-358,189,62,392433287,30036005,500219767,1.058594,3236,-6.394127,108.594643
1162,-296,455,-2001,-317,376,-112,392433285,30036002,500219769,1.0625,36006,-42.487797,113.427422
1163,-296,455,-2001,-317,376,-112,392433285,30036002,500219769,1.0625,36006,-42.487797,113.427422
1164,-296,455,-2001,-317,376,-112,392433285,30036002,500219769,1.0625,36006,-42.487797,113.427422
1165,-288,477,-2016,-168,243,25,392433283,30036000,500219771,1.0625,3232,-16.101748,102.251762
1166,-288,477,-2016,-168,243,25,392433283,30036000,500219771,1.0625,3232,-16.101748,102.251762
1167,-288,477,-2016,-168,243,25,392433283,30036000,500219771,1.0625,3232,-16.101748,102.251762
1168,-282,514,-2030,-79,336,399,392433281,30035997,500219773,1.0625,3254,-35.574524,97.910576
1169,-282,514,-2030,-79,336,399,392433281,30035997,500219773,1.0625,3254,-35.574524,97.910576
1170,-282,514,-2030,-79,336,399,392433281,30035997,500219773,1.0625,3254,-35.574524,97.910576
1171,-279,527,-2038,55,246,60,392433279,30035995,500219775,1.0625,3256,-13.00742,91.24604
1172,-279,527,-2038,55,246,60,392433279,30035995,500219775,1.0625,3256,-13.00742,91.24604
1173,-279,527,-2038,55,246,60,392433279,30035995,500219775,1.0625,3256,-13.00742,91.24604
1174,-267,536,-2041,207,208,195,392433276,30035992,500219776,1.058594,3257,-9.71858,88.508011
1175,-267,536,-2041,207,208,195,392433276,30035992,500219776,1.058594,3257,-9.71858,88.508011
1176,-267,536,-2041,207,208,195,392433276,30035992,500219776,1.058594,3257,-9.71858,88.508011
1177,-283,543,-2059,261,39,101,392433273,30035990,500219778,1.054688,2955,-17.153282,96.579819
1178,-283,543,-2059,261,39,101,392433273,30035990,500219778,1.054688,2955,-17.153282,96.579819
1179,-283,543,-2059,261,39,101,392433273,30035990,500219778,1.054688,2955,-17.153282,96.579819
1180,-284,562,-2081,150,131,-598,392433270,30035988,500219780,1.046875,2975,-9.341891,86.916985
1181,-284,562,-2081,150,131,-598,392433270,30035988,500219780,1.046875,2975,-9.341891,86.916985
1182,-284,562,-2081,150,131,-598,392433270,30035988,500219780,1.046875,2975,-9.341891,86.916985
1183,-267,581,-2099,-385,495,-355,392433267,30035985,500219783,1.046875,3239,39.924259,-37.123703
1184,-267,581,-2099,-385,495,-355,392433267,30035985,500219783,1.046875,3239,39.924259,-37.123703
1185,-267,581,-2099,-385,495,-355,392433267,30035985,500219783,1.046875,3239,39.924259,-37.123703
1186,-329,573,-2122,-736,191,84,392433264,30035983,500219785,1.050781,3222,-19.3221,120.482697
1187,-329,573,-2122,-736,191,84,392433264,30035983,500219785,1.050781,3222,-19.3221,120.482697
1188,-329,573,-2122,-736,191,84,392433264,30035983,500219785,1.050781,3222,-19.3221,120.482697
1189,-299,519,-2137,-158,134,90,392433261,30035980,500219788,1.050781,3242,27.755373,118.239952
1190,-299,519,-2137,-158,134,90,392433261,30035980,500219788,1.050781,3242,27.755373,118.239952
1191,-299,519,-2137,-158,134,90,392433261,30035980,500219788,1.050781,3242,27.755373,118.239952
1192,-291,484,-2156,-428,128,60,392433259,30035978,500219791,1.054688,3251,-2.147813,98.33033
1193,-291,484,-2156,-428,128,60,392433259,30035978,500219791,1.054688,3251,-2.147813,98.33033
1194,-291,484,-2156,-428,128,60,392433259,30035978,500219791,1.054688,3251,-2.147813,98.33033
1195,-251,442,-2135,-277,54,-102,392433256,30035976,500219793,1.058594,3240,29.032463,102.425743
1196,-251,442,-2135,-277,54,-102,392433256,30035976,500219793,1.058594,3240,29.032463,102.425743
1197,-251,442,-2135,-277,54,-102,392433256,30035976,500219793,1.058594,3240,29.032463,102.425743
1198,-214,428,-2132,-431,164,0,392433254,30035974,500219795,1.058594,3243,-3.238157,98.034981
1199,-214,428,-2132,-431,164,0,392433254,30035974,500219795,1.058594,3243,-3.238157,98.034981
1200,-214,428,-2132,-431,164,0,392433254,30035974,500219795,1.058594,3243,-3.238157,98.034981
1201,-255,449,-2177,-584,41,-145,392433252,30035972,500219796,1.058594,3242,-6.462616,93.05555
1202,-255,449,-2177,-584,41,-145,392433252,30035972,500219796,1.058594,3242,-6.462616,93.05555
1203,-255,449,-2177,-584,41,-145,392433252,30035972,500219796,1.058594,3242,-6.462616,93.05555
1204,-245,452,-2206,-88,141,-206,392433250,30035970,500219798,1.058594,3242,-9.706252,78.839439
1205,-245,452,-2206,-88,141,-206,392433250,30035970,500219798,1.058594,3242,-9.706252,78.839439
1206,-245,452,-2206,-88,141,-206,392433250,30035970,500219798,1.058594,3242,-9.706252,78.839439
1207,-266,488,-2234,-157,36,-131,392433248,30035968,500219800,1.058594,3253,-16.211332,88.58287
1208,-266,488,-2234,-157,36,-131,392433248,30035968,500219800,1.058594,3253,-16.211332,88.58287
1209,-266,488,-2234,-157,36,-131,392433248,30035968,500219800,1.058594,3253,-16.211332,88.58287
1210,-260,535,-2249,112,185,133,392433247,30035967,500219801,1.0625,3266,-13.034815,93.84449
1211,-260,535,-2249,112,185,133,392433247,30035967,500219801,1.0625,3266,-13.034815,93.84449
1212,-260,535,-2249,112,185,133,392433247,30035967,500219801,1.0625,3266,-13.034815,93.84449
1213,-262,570,-2250,-16,162,62,392433245,30035964,500219803,1.0625,3282,-3.28336,104.252441
1214,-262,570,-2250,-16,162,62,392433245,30035964,500219803,1.0625,3282,-3.28336,104.252441
1215,-262,570,-2250,-16,162,62,392433245,30035964,500219803,1.0625,3282,-3.28336,104.252441
1216,-264,604,-2227,63,119,194,392433244,30035962,500219805,1.0625,3285,-23.088991,92.552856
1217,-264,604,-2227,63,119,194,392433244,30035962,500219805,1.0625,3285,-23.088991,92.552856
1218,-264,604,-2227,63,119,194,392433244,30035962,500219805,1.0625,3285,-23.088991,92.552856
1219,-273,638,-2194,46,-1,21,392433242,30035960,500219806,1.066406,3198,3.264183,96.412598
1220,-273,638,-2194,46,-1,21,392433242,30035960,500219806,1.066406,3198,3.264183,96.412598
1221,-273,638,-2194,46,-1,21,392433242,30035960,500219806,1.066406,3198,3.264183,96.412598
1222,-295,670,-2163,137,-90,301,392433239,30035957,500219809,1.066406,3259,-16.464741,82.672882
1223,-295,670,-2163,137,-90,301,392433239,30035957,500219809,1.066406,3259,-16.464741,82.672882
1224,-295,670,-2163,137,-90,301,392433239,30035957,500219809,1.066406,3259,-16.464741,82.672882
1225,-333,688,-2135,251,19,346,392433236,30035954,500219810,1.0625,3272,-1.968829,93.043755
1226,-333,688,-2135,251,19,346,392433236,30035954,500219810,1.0625,3272,-1.968829,93.043755
1227,-333,688,-2135,251,19,346,392433236,30035954,500219810,1.0625,3272,-1.968829,93.043755
1228,-341,641,-2084,-208,3,-344,392433233,30035951,500219812,1.054688,3253,6.419286,112.181992
1229,-341,641,-2084,-208,3,-344,392433233,30035951,500219812,1.054688,3253,6.419286,112.181992
1230,-341,641,-2084,-208,3,-344,392433233,30035951,500219812,1.054688,3253,6.419286,112.181992
1231,-360,568,-2035,-420,-125,-365,392433230,30035948,500219814,1.050781,3212,0,124.013367
1232,-360,568,-2035,-420,-125,-365,392433230,30035948,500219814,1.050781,3212,0,124.013367
1233,-360,568,-2035,-420,-125,-365,392433230,30035948,500219814,1.050781,3212,0,124.013367
1234,-351,515,-2018,-70,220,300,392433228,30035945,500219816,1.046875,3228,-6.388649,143.882538
1235,-351,515,-2018,-70,220,300,392433228,30035945,500219816,1.046875,3228,-6.388649,143.882538
1236,-351,515,-2018,-70,220,300,392433228,30035945,500219816,1.046875,3228,-6.388649,143.882538
1237,-361,458,-1990,22,305,140,392433225,30035942,500219818,1.046875,3230,-38.578453,116.32122
1238,-361,458,-1990,22,305,140,392433225,30035942,500219818,1.046875,3230,-38.578453,116.32122
1239,-361,458,-1990,22,305,140,392433225,30035942,500219818,1.046875,3230,-38.578453,116.32122
1240,-387,422,-1949,-383,180,-587,392433223,30035939,500219820,1.042969,3218,-32.422665,114.918312
1241,-387,422,-1949,-383,180,-587,392433223,30035939,500219820,1.042969,3218,-32.422665,114.918312
1242,-387,422,-1949,-383,180,-587,392433223,30035939,500219820,1.042969,3218,-32.422665,114.918312
1243,-370,409,-1913,-367,362,-39,392433221,30035936,500219822,1.046875,3228,-35.273174,111.288177
1244,-370,409,-1913,-367,362,-39,392433221,30035936,500219822,1.046875,3228,-35.273174,111.288177
1245,-370,409,-1913,-367,362,-39,392433221,30035936,500219822,1.046875,3228,-35.273174,111.288177
1246,-389,415,-1922,-253,259,22,392433219,30035934,500219824,1.046875,3254,-39.975624,98.395058
1247,-389,415,-1922,-253,259,22,392433219,30035934,500219824,1.046875,3254,-39.975624,98.395058
1248,-389,415,-1922,-253,259,22,392433219,30035934,500219824,1.046875,3254,-39.975624,98.395058
1249,-382,418,-1926,-58,109,161,392433217,30035931,500219825,1.050781,3369,-13.390957,98.880554
1250,-382,418,-1926,-58,109,161,392433217,30035931,500219825,1.050781,3369,-13.390957,98.880554
1251,-382,418,-1926,-58,109,161,392433217,30035931,500219825,1.050781,3369,-13.390957,98.880554
1252,-378,432,-1916,124,203,129,392433215,30035929,500219827,1.050781,3241,-19.552221,91.43821
1253,-378,432,-1916,124,203,129,392433215,30035929,500219827,1.050781,3241,-19.552221,91.43821
1254,-378,432,-1916,124,203,129,392433215,30035929,500219827,1.050781,3241,-19.552221,91.43821
1255,-382,438,-1902,99,85,-180,392433212,30035926,500219829,1.046875,3237,0,109.101395
1256,-382,438,-1902,99,85,-180,392433212,30035926,500219829,1.046875,3237,0,109.101395
1257,-382,438,-1902,99,85,-180,392433212,30035926,500219829,1.046875,3237,0,109.101395
1258,-345,452,-1881,234,52,-33,392433210,30035924,500219830,1.042969,3223,-21.83145,99.026703
1259,-345,452,-1881,234,52,-33,392433210,30035924,500219830,1.042969,3223,-21.83145,99.026703
1260,-345,452,-1881,234,52,-33,392433210,30035924,500219830,1.042969,3223,-21.83145,99.026703
1261,-347,485,-1894,215,-18,115,392433207,30035922,500219832,1.039062,3217,-12.788255,94.430122
1262,-347,485,-1894,215,-18,115,392433207,30035922,500219832,1.039062,3217,-12.788255,94.430122
1263,-347,485,-1894,215,-18,115,392433207,30035922,500219832,1.039062,3217,-12.788255,94.430122
1264,-334,495,-1926,322,-50,-57,392433204,30035919,500219835,1.039062,3223,-28.946165,111.620941
1265,-334,495,-1926,322,-50,-57,392433204,30035919,500219835,1.039062,3223,-28.946165,111.620941
1266,-334,495,-1926,322,-50,-57,392433204,30035919,500219835,1.039062,3223,-28.946165,111.620941
1267,-318,520,-1991,54,114,-181,392433201,30035916,500219837,1.035156,3239,-28.55167,105.414612
1268,-318,520,-1991,54,114,-181,392433201,30035916,500219837,1.035156,3239,-28.55167,105.414612
1269,-318,520,-1991,54,114,-181,392433201,30035916,500219837,1.035156,3239,-28.55167,105.414612
1270,-292,541,-2084,-275,559,-52,392433198,30035913,500219840,1.039062,3217,-10.670577,-11.03101
1271,-292,541,-2084,-275,559,-52,392433198,30035913,500219840,1.039062,3217,-10.670577,-11.03101
1272,-292,541,-2084,-275,559,-52,392433198,30035913,500219840,1.039062,3217,-10.670577,-11.03101
1273,-379,522,-2204,-603,294,-412,392433195,30035910,500219843,1.039062,35980,10.661446,11.021569
1274,-379,522,-2204,-603,294,-412,392433195,30035910,500219843,1.039062,35980,10.661446,11.021569
1275,-379,522,-2204,-603,294,-412,392433195,30035910,500219843,1.039062,35980,10.661446,11.021569
1276,-392,504,-2341,-237,100,10,392433193,30035909,500219844,1.046875,3238,8.518198,28.304764
1277,-392,504,-2341,-237,100,10,392433193,30035909,500219844,1.046875,3238,8.518198,28.304764
1278,-392,504,-2341,-237,100,10,392433193,30035909,500219844,1.046875,3238,8.518198,28.304764
1279,-385,503,-2456,-615,35,306,392433191,30035907,500219847,1.042969,36031,0,86.443619
1280,-385,503,-2456,-615,35,306,392433191,30035907,500219847,1.042969,36031,0,86.443619
1281,-385,503,-2456,-615,35,306,392433191,30035907,500219847,1.042969,36031,0,86.443619
1282,-397,515,-2600,-930,64,354,392433188,30035904,500219848,1.046875,3259,0,86.698517
1283,-397,515,-2600,-930,64,354,392433188,30035904,500219848,1.046875,3259,0,86.698517
1284,-397,515,-2600,-930,64,354,392433188,30035904,500219848,1.046875,3259,0,86.698517
1285,-423,500,-2797,-784,280,91,392433186,30035902,500219850,1.039062,36041,-19.765907,65.679306
1286,-423,500,-2797,-784,280,91,392433186,30035902,500219850,1.039062,36041,-19.765907,65.679306
1287,-423,500,-2797,-784,280,91,392433186,30035902,500219850,1.039062,36041,-19.765907,65.679306
1288,-440,460,-3053,-572,70,-93,392433185,30035900,500219850,1.035156,3261,-13.078647,72.430817
1289,-440,460,-3053,-572,70,-93,392433185,30035900,500219850,1.035156,3261,-13.078647,72.430817
1290,-440,460,-3053,-572,70,-93,392433185,30035900,500219850,1.035156,3261,-13.078647,72.430817
1291,-451,441,-3414,-633,13,-240,392433184,30035898,500219850,1.03125,36038,-39.992062,34.452431
1292,-451,441,-3414,-633,13,-240,392433184,30035898,500219850,1.03125,36038,-39.992062,34.452431
1293,-451,441,-3414,-633,13,-240,392433184,30035898,500219850,1.03125,36038,-39.992062,34.452431
1294,-522,456,-3908,-753,-49,-239,392433184,30035896,500219850,1.027344,3204,-64.105644,26.035044
1295,-522,456,-3908,-753,-49,-239,392433184,30035896,500219850,1.027344,3204,-64.105644,26.035044
1296,-522,456,-3908,-753,-49,-239,392433184,30035896,500219850,1.027344,3204,-64.105644,26.035044
1297,-550,452,-4441,-229,62,-332,392433184,30035894,500219850,1.027344,35992,-54.233654,7.067087
1298,-550,452,-4441,-229,62,-332,392433184,30035894,500219850,1.027344,35992,-54.233654,7.067087
1299,-550,452,-4441,-229,62,-332,392433184,30035894,500219850,1.027344,35992,-54.233654,7.067087
1300,-526,483,-4996,282,338,-162,392433185,30035892,500219849,1.027344,3227,-62.331787,36.336784
1301,-526,483,-4996,282,338,-162,392433185,30035892,500219849,1.027344,3227,-62.331787,36.336784
1302,-526,483,-4996,282,338,-162,392433185,30035892,500219849,1.027344,3227,-62.331787,36.336784
1303,-610,534,-5574,390,518,-123,392433186,30035891,500219849,1.023438,3196,-72.965378,21.082924
1304,-610,534,-5574,390,518,-123,392433186,30035891,500219849,1.023438,3196,-72.965378,21.082924
1305,-610,534,-5574,390,518,-123,392433186,30035891,500219849,1.023438,3196,-72.965378,21.082924
1306,-694,526,-6136,170,66,159,392433187,30035890,500219849,1.035156,3219,-57.325241,23.5165
1307,-694,526,-6136,170,66,159,392433187,30035890,500219849,1.035156,3219,-57.325241,23.5165
1308,-694,526,-6136,170,66,159,392433187,30035890,500219849,1.035156,3219,-57.325241,23.5165
1309,-692,488,-6577,216,-19,-81,392433188,30035888,500219849,1.042969,36048,-6.522887,28.899504
1310,-692,488,-6577,216,-19,-81,392433188,30035888,500219849,1.042969,36048,-6.522887,28.899504
1311,-692,488,-6577,216,-19,-81,392433188,30035888,500219849,1.042969,36048,-6.522887,28.899504
1312,-747,462,-6982,-341,-23,-165,392433188,30035886,500219849,1.042969,3269,0,14.55292
1313,-747,462,-6982,-341,-23,-165,392433188,30035886,500219849,1.042969,3269,0,14.55292
1314,-774,432,-7391,-141,-374,-17,392433189,30035885,500219849,1.046875,3280,-6.574938,24.275097
1315,-774,432,-7391,-141,-374,-17,392433189,30035885,500219849,1.046875,3280,-6.574938,24.275097
1316,-774,432,-7391,-141,-374,-17,392433189,30035885,500219849,1.046875,3280,-6.574938,24.275097
1317,-842,422,-7708,-290,-139,330,392433190,30035883,500219849,1.050781,3301,-52.950169,48.873863
1318,-842,422,-7708,-290,-139,330,392433190,30035883,500219849,1.050781,3301,-52.950169,48.873863
1319,-842,422,-7708,-290,-139,330,392433190,30035883,500219849,1.050781,3301,-52.950169,48.873863
1320,-806,410,-7905,-336,-217,260,392433192,30035881,500219848,1.054688,3306,-36.568985,63.825298
1321,-806,410,-7905,-336,-217,260,392433192,30035881,500219848,1.054688,3306,-36.568985,63.825298
1322,-806,410,-7905,-336,-217,260,392433192,30035881,500219848,1.054688,3306,-36.568985,63.825298
1323,-789,421,-8085,-452,-13,-7,392433194,30035879,500219847,1.054688,3301,-93.084679,66.280113
1324,-789,421,-8085,-452,-13,-7,392433194,30035879,500219847,1.054688,3301,-93.084679,66.280113
1325,-789,421,-8085,-452,-13,-7,392433194,30035879,500219847,1.054688,3301,-93.084679,66.280113
1326,-752,440,-8257,17,-5,101,392433196,30035876,500219845,1.054688,3286,-82.597664,78.06871
1327,-752,440,-8257,17,-5,101,392433196,30035876,500219845,1.054688,3286,-82.597664,78.06871
1328,-752,440,-8257,17,-5,101,392433196,30035876,500219845,1.054688,3286,-82.597664,78.06871
1329,-737,454,-8414,197,78,-299,392433198,30035874,500219843,1.050781,3274,-54.768326,-4.852997
1330,-737,454,-8414,197,78,-299,392433198,30035874,500219843,1.050781,3274,-54.768326,-4.852997
1331,-737,454,-8414,197,78,-299,392433198,30035874,500219843,1.050781,3274,-54.768326,-4.852997
1332,-705,494,-8547,591,-166,23,392433201,30035871,500219840,1.046875,3262,-68.63414,82.053879
1333,-705,494,-8547,591,-166,23,392433201,30035871,500219840,1.046875,3262,-68.63414,82.053879
1334,-705,494,-8547,591,-166,23,392433201,30035871,500219840,1.046875,3262,-68.63414,82.053879
1335,-718,530,-8640,699,-23,-132,392433203,30035868,500219838,1.042969,3249,-82.519127,96.210304
1336,-718,530,-8640,699,-23,-132,392433203,30035868,500219838,1.042969,3249,-82.519127,96.210304
1337,-718,530,-8640,699,-23,-132,392433203,30035868,500219838,1.042969,3249,-82.519127,96.210304
1338,-723,554,-8700,401,-56,-121,392433205,30035865,500219837,1.039062,3246,-45.43008,68.689758
1339,-723,554,-8700,401,-56,-121,392433205,30035865,500219837,1.039062,3246,-45.43008,68.689758
1340,-723,554,-8700,401,-56,-121,392433205,30035865,500219837,1.039062,3246,-45.43008,68.689758
1341,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1342,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1343,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1344,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1345,-667,607,-8792,212,139,-215,392433210,30035859,500219834,1.039062,3235,-11.33355,-40.648655
1346,-667,607,-8792,212,139,-215,392433210,30035859,500219834,1.039062,3235,-11.33355,-40.648655
1347,-667,607,-8792,212,139,-215,392433210,30035859,500219834,1.039062,3235,-11.33355,-40.648655
1348,-614,627,-8813,236,-134,-18,392433212,30035856,500219832,1.039062,3239,27.096964,-18.103155
1349,-614,627,-8813,236,-134,-18,392433212,30035856,500219832,1.039062,3239,27.096964,-18.103155
1350,-614,627,-8813,236,-134,-18,392433212,30035856,500219832,1.039062,3239,27.096964,-18.103155
1351,-592,652,-8840,300,-58,235,392433214,30035853,500219830,1.035156,3235,9.693924,-25.053419
1352,-592,652,-8840,300,-58,235,392433214,30035853,500219830,1.035156,3235,9.693924,-25.053419
1353,-592,652,-8840,300,-58,235,392433214,30035853,500219830,1.035156,3235,9.693924,-25.053419
1354,-607,648,-8891,460,693,-330,392433216,30035850,500219829,1.035156,3230,-8.602211,112.747711
1355,-607,648,-8891,460,693,-330,392433216,30035850,500219829,1.035156,3230,-8.602211,112.747711
1356,-607,648,-8891,460,693,-330,392433216,30035850,500219829,1.035156,3230,-8.602211,112.747711
1357,-599,635,-8998,395,775,-221,392433219,30035847,500219827,1.03125,3217,-38.627766,118.84684
1358,-599,635,-8998,395,775,-221,392433219,30035847,500219827,1.03125,3217,-38.627766,118.84684
1359,-599,635,-8998,395,775,-221,392433219,30035847,500219827,1.03125,3217,-38.627766,118.84684
1360,-477,602,-9085,1050,72,321,392433221,30035845,500219825,1.035156,3229,27.9097,91.947327
1361,-477,602,-9085,1050,72,321,392433221,30035845,500219825,1.035156,3229,27.9097,91.947327
1362,-477,602,-9085,1050,72,321,392433221,30035845,500219825,1.035156,3229,27.9097,91.947327
1363,-426,578,-9159,977,159,211,392433222,30035843,500219824,1.03125,3212,-32.121311,74.318878
1364,-426,578,-9159,977,159,211,392433222,30035843,500219824,1.03125,3212,-32.121311,74.318878
