counter,phi,theta,psi,accel_x,accel_y,accel_z,gps_x,gps_y,gps_z,height,ultrasound,opticflow_vx,opticflow_vy
0,-229,-17,-1141,-20,54,-13,392433341,30036341,500219595,0.1875,881,0,0.002023
1,-229,-17,-1141,-20,54,-13,392433341,30036341,500219595,0.1875,881,0,0.002023
2,-229,-17,-1141,-94,74,-13,392433341,30036341,500219595,0.1875,882,0,0.002023
3,-229,-18,-1141,-71,154,59,392433341,30036341,500219595,0.1875,881,0,0.002023
4,-229,-18,-1141,-71,154,59,392433341,30036341,500219595,0.1875,881,0,0.002023
5,-229,-18,-1141,-93,74,-13,392433341,30036341,500219595,0.1875,882,0,0
6,-229,-18,-1141,-71,149,-17,392433341,30036341,500219595,0.1875,882,0,0
7,-229,-18,-1141,-71,149,-17,392433341,30036341,500219595,0.1875,882,0,0
8,-229,-18,-1141,-93,76,-12,392433341,30036341,500219595,0.1875,882,0,0
9,-229,-18,-1141,-93,76,-12,392433341,30036341,500219595,0.1875,881,0,0
10,-229,-18,-1141,-93,76,-12,392433341,30036341,500219595,0.1875,881,0,0
11,-228,-18,-1141,-94,72,-90,392433341,30036341,500219595,0.1875,880,0,0
12,-228,-18,-1140,-92,76,-13,392433341,30036341,500219595,0.1875,882,0,0
13,-228,-18,-1140,-92,76,-13,392433341,30036341,500219595,0.1875,882,0,0
14,-228,-18,-1140,-91,77,-13,392433341,30036341,500219595,0.1875,880,0,0
15,-228,-18,-1140,-91,77,-13,392433341,30036341,500219595,0.1875,882,0,0
16,-228,-18,-1140,-91,77,-13,392433341,30036341,500219595,0.1875,882,0,0
17,-228,-18,-1140,-90,77,-14,392433341,30036341,500219595,0.1875,882,0,0
18,-228,-19,-1140,-90,77,-14,392433341,30036341,500219595,0.1875,882,0,0
19,-228,-19,-1140,-90,77,-14,392433341,30036341,500219595,0.1875,882,0,0
20,-228,-19,-1140,-89,76,-14,392433341,30036341,500219595,0.1875,882,0,0
21,-228,-19,-1140,-88,76,-14,392433341,30036341,500219595,0.1875,880,0,0
22,-228,-19,-1140,-88,76,-14,392433341,30036341,500219595,0.1875,880,0,0
23,-228,-19,-1140,-88,76,-14,392433341,30036341,500219595,0.1875,881,0,0
24,-228,-20,-1141,-89,72,-92,392433341,30036341,500219595,0.1875,882,0,0
25,-228,-20,-1141,-89,72,-92,392433341,30036341,500219595,0.1875,882,0,0
26,-228,-20,-1141,-87,81,63,392433341,30036341,500219595,0.1875,881,0,0
27,-228,-20,-1142,-88,76,-14,392433341,30036341,500219595,0.1875,882,0,0
28,-228,-20,-1142,-88,76,-14,392433341,30036341,500219595,0.1875,882,0,0
29,-228,-20,-1142,-86,80,63,392433341,30036341,500219595,0.1875,882,0,0
30,-228,-20,-1143,-88,72,-92,392433341,30036341,500219595,0.1875,880,0,0
31,-228,-20,-1143,-88,72,-92,392433341,30036341,500219595,0.1875,880,0,0
32,-228,-20,-1143,-108,1,-9,392433341,30036341,500219595,0.1875,880,0,0
33,-228,-21,-1143,-11,54,-14,392433341,30036341,500219595,0.1875,882,0,0
34,-228,-21,-1143,-11,54,-14,392433341,30036341,500219595,0.1875,882,0,0
35,-228,-20,-1143,-86,76,-14,392433341,30036341,500219595,0.1875,882,0,0
36,-228,-21,-1143,-85,75,-14,392433341,30036341,500219595,0.1875,881,0,0
37,-228,-21,-1143,-85,75,-14,392433341,30036341,500219595,0.1875,881,0,0
38,-228,-21,-1143,-106,0,-10,392433341,30036341,500219595,0.1875,881,0,0
39,-228,-21,-1144,-83,79,63,392433341,30036341,500219595,0.1875,882,0,0
40,-228,-21,-1144,-83,79,63,392433341,30036341,500219595,0.1875,882,0,0
41,-228,-21,-1144,-84,74,-14,392433341,30036341,500219595,0.1875,882,0,0
42,-228,-22,-1145,-104,0,-9,392433341,30036341,500219595,0.1875,881,0,0
43,-228,-22,-1145,-104,0,-9,392433341,30036341,500219595,0.1875,881,0,0
44,-228,-22,-1145,-82,75,-14,392433341,30036341,500219595,0.1875,882,0,0
45,-228,-22,-1145,-81,75,-14,392433341,30036341,500219595,0.1875,882,0,0
46,-228,-22,-1145,-81,75,-14,392433341,30036341,500219595,0.1875,882,0,0
47,-228,-23,-1145,-100,4,68,392433341,30036341,500219595,0.1875,882,0,0
48,-228,-23,-1145,-79,74,-13,392433341,30036341,500219595,0.1875,881,0,0
49,-228,-23,-1145,-79,74,-13,392433341,30036341,500219595,0.1875,881,0,0
50,-228,-23,-1145,-80,69,-91,392433341,30036341,500219595,0.1875,881,0,0
51,-229,-23,-1145,-79,71,-13,392433341,30036341,500219595,0.1875,882,0,0
52,-229,-23,-1145,-79,71,-13,392433341,30036341,500219595,0.1875,882,0,0
53,-229,-23,-1145,-80,71,-13,392433341,30036341,500219595,0.1875,882,0,0
54,-229,-23,-1145,-80,66,-91,392433341,30036341,500219595,0.1875,881,0,0
55,-229,-23,-1145,-80,66,-91,392433341,30036341,500219595,0.1875,881,0,0
56,-229,-23,-1145,-80,71,-13,392433341,30036341,500219595,0.1875,881,0,0
57,-229,-24,-1145,-79,71,-13,392433341,30036341,500219595,0.1875,881,0,0
58,-229,-24,-1145,-79,71,-13,392433341,30036341,500219595,0.1875,881,0,0
59,-229,-24,-1145,-78,74,64,392433341,30036341,500219595,0.1875,882,0,0
60,-229,-24,-1146,-3,49,-13,392433341,30036341,500219595,0.1875,880,0,0
61,-229,-24,-1146,-3,49,-13,392433341,30036341,500219595,0.1875,880,0,0
62,-229,-24,-1146,-78,71,-13,392433341,30036341,500219595,0.1875,881,0,0
63,-230,-26,-1146,-96,-9,-8,392433341,30036341,500219595,0.1875,880,0,0
64,-230,-26,-1146,-96,-9,-8,392433341,30036341,500219595,0.1875,880,0,0
65,-230,-25,-1146,-76,66,-12,392433341,30036341,500219595,0.1875,882,0,0
66,-230,-25,-1146,-76,67,-12,392433341,30036341,500219595,0.1875,882,0,0
67,-230,-25,-1146,-76,67,-12,392433341,30036341,500219595,0.1875,882,0,0
68,-229,-25,-1146,-75,74,65,392433341,30036341,500219595,0.1875,882,0,0
69,-229,-25,-1146,-75,69,-12,392433341,30036341,500219595,0.1875,882,0,0
70,-229,-25,-1146,-75,69,-12,392433341,30036341,500219595,0.1875,882,0,0
71,-229,-25,-1145,-75,69,-11,392433341,30036341,500219595,0.1875,882,0,0
72,-229,-25,-1145,-75,69,-12,392433341,30036341,500219595,0.1875,881,0,0
73,-229,-25,-1145,-75,69,-12,392433341,30036341,500219595,0.1875,881,0,0
74,-229,-25,-1145,-75,70,-14,392433341,30036341,500219595,0.1875,882,0,0
75,-229,-25,-1145,-75,70,-14,392433341,30036341,500219595,0.1875,882,0,0
76,-229,-25,-1145,-74,70,-14,392433341,30036341,500219595,0.1875,882,0,0
77,-229,-25,-1145,-74,70,-14,392433341,30036341,500219595,0.1875,881,0,0
78,-229,-25,-1145,-74,70,-14,392433341,30036341,500219595,0.1875,881,0,0
79,-230,-24,-1144,-77,69,-13,392433341,30036341,500219595,0.1875,881,0,0
80,-229,-26,-1144,-74,65,-91,392433341,30036341,500219595,0.1875,881,0,0
81,-229,-26,-1144,-74,65,-91,392433341,30036341,500219595,0.1875,881,0,0
82,-229,-25,-1144,-97,-10,-87,392433341,30036341,500219595,0.1875,880,0,0
83,-233,-24,-1142,-59,137,-18,392433341,30036341,500219595,0.1875,882,0,0
84,-229,-25,-1143,-96,-2,69,392433341,30036341,500219595,0.1875,881,0,0.036413
85,-229,-25,-1143,-96,-2,69,392433341,30036341,500219595,0.1875,881,0,0.036413
86,-231,-23,-1143,-6,44,-12,392433341,30036341,500219595,0.1875,884,0,0.036413
87,-231,-23,-1143,-6,44,-12,392433341,30036341,500219595,0.1875,884,0,0.036413
88,-233,-27,-1142,-74,61,-12,392433341,30036341,500219595,0.1875,881,0,0.036413
89,-245,-50,-1138,-178,42,-248,392433341,30036341,500219595,0.1875,882,0,0.036413
90,-245,-50,-1138,-178,42,-248,392433341,30036341,500219595,0.1875,882,0,0.036413
91,-276,-158,-1094,163,-393,-461,392433341,30036341,500219596,0.191406,947,0,0.036413
92,-306,-139,-946,597,-81,-402,392433342,30036340,500219596,0.203125,882,0,0.036413
93,-306,-139,-946,597,-81,-402,392433342,30036340,500219596,0.203125,882,0,0.036413
94,-305,55,-942,-626,-677,-426,392433343,30036339,500219598,0.210938,881,0.416413,-4.612268
95,-6,173,-934,-860,-140,-1373,392433344,30036338,500219599,0.238281,877,0.219165,-0.040458
96,-6,173,-934,-860,-140,-1373,392433344,30036338,500219599,0.238281,877,0.219165,-0.040458
97,229,305,-926,-991,-32,-450,392433347,30036337,500219602,0.28125,880,0.191769,-0.060688
98,469,409,-923,133,1027,-62,392433351,30036335,500219604,0.308594,882,0.18629,-0.04855
99,469,409,-923,133,1027,-62,392433351,30036335,500219604,0.308594,882,0.18629,-0.04855
100,628,474,-881,-658,1137,-11,392433355,30036333,500219607,0.371094,893,0.076708,0.089009
101,628,474,-881,-658,1137,-11,392433355,30036333,500219607,0.371094,893,0.076708,0.089009
102,563,569,-826,-498,227,296,392433359,30036332,500219610,0.402344,933,0.49312,-0.182063
103,563,569,-826,-498,227,296,392433359,30036332,500219610,0.402344,933,0.49312,-0.182063
104,563,569,-826,-498,227,296,392433359,30036332,500219610,0.402344,933,0.49312,-0.182063
105,379,611,-767,90,-89,-17,392433364,30036330,500219613,0.46875,33807,-0.320528,-0.828388
106,379,611,-767,90,-89,-17,392433364,30036330,500219613,0.46875,33807,-0.320528,-0.828388
107,102,659,-668,473,-455,8,392433368,30036329,500219615,0.523438,1139,-12.355404,-2.488197
108,102,659,-668,473,-455,8,392433368,30036329,500219615,0.523438,1139,-12.355404,-2.488197
109,102,659,-668,473,-455,8,392433368,30036329,500219615,0.523438,1139,-12.355404,-2.488197
110,-107,874,-627,751,124,1117,392433372,30036327,500219618,0.554688,34101,-50.364029,-54.234615
111,-107,874,-627,751,124,1117,392433372,30036327,500219618,0.554688,34101,-50.364029,-54.234615
112,-107,874,-627,751,124,1117,392433372,30036327,500219618,0.554688,34101,-50.364029,-54.234615
113,-179,1049,-577,-352,-321,-93,392433375,30036325,500219621,0.605469,1460,-25.592945,-14.698572
114,-179,1049,-577,-352,-321,-93,392433375,30036325,500219621,0.605469,1460,-25.592945,-14.698572
115,-179,1049,-577,-352,-321,-93,392433375,30036325,500219621,0.605469,1460,-25.592945,-14.698572
116,134,1136,-449,-60,236,596,392433378,30036322,500219625,0.628906,34409,76.926773,11.360745
117,134,1136,-449,-60,236,596,392433378,30036322,500219625,0.628906,34409,76.926773,11.360745
118,134,1136,-449,-60,236,596,392433378,30036322,500219625,0.628906,34409,76.926773,11.360745
119,443,953,-441,135,1523,1045,392433380,30036320,500219628,0.675781,1744,57.004711,30.538074
120,443,953,-441,135,1523,1045,392433380,30036320,500219628,0.675781,1744,57.004711,30.538074
121,443,953,-441,135,1523,1045,392433380,30036320,500219628,0.675781,1744,57.004711,30.538074
122,454,643,-481,-555,338,96,392433381,30036318,500219631,0.707031,34617,17.33592,97.836723
123,454,643,-481,-555,338,96,392433381,30036318,500219631,0.707031,34617,17.33592,97.836723
124,454,643,-481,-555,338,96,392433381,30036318,500219631,0.707031,34617,17.33592,97.836723
125,431,509,-621,-781,359,-82,392433381,30036317,500219633,0.726562,1903,28.592762,38.204956
126,431,509,-621,-781,359,-82,392433381,30036317,500219633,0.726562,1903,28.592762,38.204956
127,431,509,-621,-781,359,-82,392433381,30036317,500219633,0.726562,1903,28.592762,38.204956
128,366,315,-689,-502,221,-1662,392433383,30036316,500219635,0.753906,34762,-59.338818,52.579857
129,366,315,-689,-502,221,-1662,392433383,30036316,500219635,0.753906,34762,-59.338818,52.579857
130,366,315,-689,-502,221,-1662,392433383,30036316,500219635,0.753906,34762,-59.338818,52.579857
131,352,47,-686,212,163,-1035,392433385,30036315,500219638,0.773438,2087,-23.751963,70.155029
132,352,47,-686,212,163,-1035,392433385,30036315,500219638,0.773438,2087,-23.751963,70.155029
133,352,47,-686,212,163,-1035,392433385,30036315,500219638,0.773438,2087,-23.751963,70.155029
134,226,-114,-795,290,313,-455,392433388,30036314,500219642,0.824219,35041,-94.52021,14.764318
135,226,-114,-795,290,313,-455,392433388,30036314,500219642,0.824219,35041,-94.52021,14.764318
136,226,-114,-795,290,313,-455,392433388,30036314,500219642,0.824219,35041,-94.52021,14.764318
137,60,-171,-934,463,-197,326,392433389,30036314,500219644,0.890625,2419,-156.417786,59.231239
138,60,-171,-934,463,-197,326,392433389,30036314,500219644,0.890625,2419,-156.417786,59.231239
139,60,-171,-934,463,-197,326,392433389,30036314,500219644,0.890625,2419,-156.417786,59.231239
140,60,-195,-992,738,616,31,392433393,30036312,500219651,0.921875,2559,-59.796318,57.740341
141,60,-195,-992,738,616,31,392433393,30036312,500219651,0.921875,2559,-59.796318,57.740341
142,60,-195,-992,738,616,31,392433393,30036312,500219651,0.921875,2559,-59.796318,57.740341
143,-38,-99,-1084,872,237,720,392433394,30036312,500219656,0.980469,2761,-62.085224,-55.930328
144,-38,-99,-1084,872,237,720,392433394,30036312,500219656,0.980469,2761,-62.085224,-55.930328
145,-38,-99,-1084,872,237,720,392433394,30036312,500219656,0.980469,2761,-62.085224,-55.930328
146,-93,52,-1216,345,-330,860,392433394,30036311,500219660,1.011719,2953,-61.182537,-88.391701
147,-93,52,-1216,345,-330,860,392433394,30036311,500219660,1.011719,2953,-61.182537,-88.391701
148,-93,52,-1216,345,-330,860,392433394,30036311,500219660,1.011719,2953,-61.182537,-88.391701
149,-154,103,-1325,-1111,-341,669,392433394,30036310,500219665,1.050781,3044,-112.335564,-44.989849
150,-154,103,-1325,-1111,-341,669,392433394,30036310,500219665,1.050781,3044,-112.335564,-44.989849
151,-154,103,-1325,-1111,-341,669,392433394,30036310,500219665,1.050781,3044,-112.335564,-44.989849
152,-145,143,-1483,-283,-252,871,392433393,30036309,500219669,1.082031,3154,-50.296036,74.278481
153,-145,143,-1483,-283,-252,871,392433393,30036309,500219669,1.082031,3154,-50.296036,74.278481
154,-145,143,-1483,-283,-252,871,392433393,30036309,500219669,1.082031,3154,-50.296036,74.278481
155,-68,164,-1604,-715,117,496,392433392,30036307,500219672,1.09375,3222,86.487831,-35.825996
156,-68,164,-1604,-715,117,496,392433392,30036307,500219672,1.09375,3222,86.487831,-35.825996
157,-68,164,-1604,-715,117,496,392433392,30036307,500219672,1.09375,3222,86.487831,-35.825996
158,-18,103,-1665,-49,141,161,392433391,30036305,500219674,1.101562,3257,32.340477,103.482719
159,-18,103,-1665,-49,141,161,392433391,30036305,500219674,1.101562,3257,32.340477,103.482719
160,-18,103,-1665,-49,141,161,392433391,30036305,500219674,1.101562,3257,32.340477,103.482719
161,12,131,-1735,76,-1,310,392433390,30036303,500219675,1.105469,3273,15.200892,24.052576
162,12,131,-1735,76,-1,310,392433390,30036303,500219675,1.105469,3273,15.200892,24.052576
163,12,131,-1735,76,-1,310,392433390,30036303,500219675,1.105469,3273,15.200892,24.052576
164,-63,114,-1787,37,57,-545,392433388,30036301,500219677,1.109375,3304,-6.605073,-9.754543
165,-63,114,-1787,37,57,-545,392433388,30036301,500219677,1.109375,3304,-6.605073,-9.754543
166,-63,114,-1787,37,57,-545,392433388,30036301,500219677,1.109375,3304,-6.605073,-9.754543
167,-202,88,-1809,122,-297,-394,392433386,30036298,500219679,1.117188,3307,-117.872192,15.936601
168,-202,88,-1809,122,-297,-394,392433386,30036298,500219679,1.117188,3307,-117.872192,15.936601
169,-202,88,-1809,122,-297,-394,392433386,30036298,500219679,1.117188,3307,-117.872192,15.936601
170,-256,107,-1839,79,403,428,392433385,30036296,500219682,1.121094,3337,-53.191246,72.008026
171,-256,107,-1839,79,403,428,392433385,30036296,500219682,1.121094,3337,-53.191246,72.008026
172,-256,107,-1839,79,403,428,392433385,30036296,500219682,1.121094,3337,-53.191246,72.008026
173,-358,156,-1856,-259,136,596,392433383,30036294,500219684,1.125,3349,-89.74791,81.182007
174,-358,156,-1856,-259,136,596,392433383,30036294,500219684,1.125,3349,-89.74791,81.182007
175,-358,156,-1856,-259,136,596,392433383,30036294,500219684,1.125,3349,-89.74791,81.182007
176,-424,134,-1875,-278,219,-286,392433381,30036291,500219685,1.125,3328,-63.997437,109.43618
177,-424,134,-1875,-278,219,-286,392433381,30036291,500219685,1.125,3328,-63.997437,109.43618
178,-424,134,-1875,-278,219,-286,392433381,30036291,500219685,1.125,3328,-63.997437,109.43618
179,-453,137,-1899,-14,44,12,392433378,30036290,500219687,1.117188,3349,0,79.784157
180,-453,137,-1899,-14,44,12,392433378,30036290,500219687,1.117188,3349,0,79.784157
181,-453,137,-1899,-14,44,12,392433378,30036290,500219687,1.117188,3349,0,79.784157
182,-473,140,-1931,115,129,225,392433377,30036288,500219688,1.117188,3304,-2.197908,79.525223
183,-473,140,-1931,115,129,225,392433377,30036288,500219688,1.117188,3304,-2.197908,79.525223
184,-473,140,-1931,115,129,225,392433377,30036288,500219688,1.117188,3304,-2.197908,79.525223
185,-461,137,-1958,380,110,208,392433374,30036286,500219690,1.117188,3309,6.583157,87.499596
186,-461,137,-1958,380,110,208,392433374,30036286,500219690,1.117188,3309,6.583157,87.499596
187,-461,137,-1958,380,110,208,392433374,30036286,500219690,1.117188,3309,6.583157,87.499596
188,-473,161,-2021,394,250,265,392433371,30036284,500219691,1.109375,3023,0,74.733925
189,-473,161,-2021,394,250,265,392433371,30036284,500219691,1.109375,3023,0,74.733925
190,-473,161,-2021,394,250,265,392433371,30036284,500219691,1.109375,3023,0,74.733925
191,-468,154,-2041,500,-42,-266,392433367,30036282,500219693,1.105469,3236,-16.293518,89.031952
192,-468,154,-2041,500,-42,-266,392433367,30036282,500219693,1.105469,3236,-16.293518,89.031952
193,-468,154,-2041,500,-42,-266,392433367,30036282,500219693,1.105469,3236,-16.293518,89.031952
194,-407,172,-2036,146,568,-496,392433364,30036281,500219695,1.09375,3220,46.688908,99.371109
195,-407,172,-2036,146,568,-496,392433364,30036281,500219695,1.09375,3220,46.688908,99.371109
196,-407,172,-2036,146,568,-496,392433364,30036281,500219695,1.09375,3220,46.688908,99.371109
197,-395,193,-2035,-492,156,-412,392433360,30036279,500219697,1.085938,3017,-35.077293,98.896744
198,-395,193,-2035,-492,156,-412,392433360,30036279,500219697,1.085938,3017,-35.077293,98.896744
199,-395,193,-2035,-492,156,-412,392433360,30036279,500219697,1.085938,3017,-35.077293,98.896744
200,-378,148,-2055,-167,-146,-414,392433356,30036278,500219700,1.082031,3129,28.842066,33.467266
201,-378,148,-2055,-167,-146,-414,392433356,30036278,500219700,1.082031,3129,28.842066,33.467266
202,-378,148,-2055,-167,-146,-414,392433356,30036278,500219700,1.082031,3129,28.842066,33.467266
203,-334,140,-2082,-59,139,-37,392433352,30036276,500219703,1.082031,3156,58.188202,107.417305
204,-334,140,-2082,-59,139,-37,392433352,30036276,500219703,1.082031,3156,58.188202,107.417305
205,-334,140,-2082,-59,139,-37,392433352,30036276,500219703,1.082031,3156,58.188202,107.417305
206,-327,186,-2082,-374,-363,166,392433349,30036275,500219705,1.082031,3328,0,12.445034
207,-327,186,-2082,-374,-363,166,392433349,30036275,500219705,1.082031,3328,0,12.445034
208,-327,186,-2082,-374,-363,166,392433349,30036275,500219705,1.082031,3328,0,12.445034
209,-304,249,-2087,-513,41,81,392433346,30036274,500219708,1.078125,3213,45.008194,18.991219
210,-304,249,-2087,-513,41,81,392433346,30036274,500219708,1.078125,3213,45.008194,18.991219
211,-304,249,-2087,-513,41,81,392433346,30036274,500219708,1.078125,3213,45.008194,18.991219
212,-306,272,-2073,-429,-185,158,392433343,30036272,500219710,1.074219,3195,-17.124062,-15.805788
213,-306,272,-2073,-429,-185,158,392433343,30036272,500219710,1.074219,3195,-17.124062,-15.805788
214,-306,272,-2073,-429,-185,158,392433343,30036272,500219710,1.074219,3195,-17.124062,-15.805788
215,-255,272,-2046,-272,-108,458,392433340,30036270,500219712,1.070312,3189,27.482328,40.586617
216,-255,272,-2046,-272,-108,458,392433340,30036270,500219712,1.070312,3189,27.482328,40.586617
217,-255,272,-2046,-272,-108,458,392433340,30036270,500219712,1.070312,3189,27.482328,40.586617
218,-273,234,-2046,-312,9,-8,392433337,30036268,500219714,1.0625,3154,-8.36113,35.500309
219,-273,234,-2046,-312,9,-8,392433337,30036268,500219714,1.0625,3154,-8.36113,35.500309
220,-273,234,-2046,-312,9,-8,392433337,30036268,500219714,1.0625,3154,-8.36113,35.500309
221,-347,200,-2079,-329,-149,-478,392433334,30036265,500219715,1.054688,35885,-63.977798,30.478733
222,-347,200,-2079,-329,-149,-478,392433334,30036265,500219715,1.054688,35885,-63.977798,30.478733
223,-347,200,-2079,-329,-149,-478,392433334,30036265,500219715,1.054688,35885,-63.977798,30.478733
224,-322,181,-2108,279,-10,21,392433331,30036263,500219716,1.046875,3059,6.090037,74.199867
225,-322,181,-2108,279,-10,21,392433331,30036263,500219716,1.046875,3059,6.090037,74.199867
226,-322,181,-2108,279,-10,21,392433331,30036263,500219716,1.046875,3059,6.090037,74.199867
227,-348,196,-2119,215,-91,492,392433329,30036260,500219717,1.046875,35835,-72.587318,35.732944
228,-348,196,-2119,215,-91,492,392433329,30036260,500219717,1.046875,35835,-72.587318,35.732944
229,-348,196,-2119,215,-91,492,392433329,30036260,500219717,1.046875,35835,-72.587318,35.732944
230,-376,175,-2101,250,-35,-613,392433326,30036258,500219719,1.035156,2812,-20.969944,72.998245
231,-376,175,-2101,250,-35,-613,392433326,30036258,500219719,1.035156,2812,-20.969944,72.998245
232,-376,175,-2101,250,-35,-613,392433326,30036258,500219719,1.035156,2812,-20.969944,72.998245
233,-385,190,-2072,-57,-5,-830,392433323,30036255,500219720,1.027344,35771,-90.76976,1.314227
234,-385,190,-2072,-57,-5,-830,392433323,30036255,500219720,1.027344,35771,-90.76976,1.314227
235,-385,190,-2072,-57,-5,-830,392433323,30036255,500219720,1.027344,35771,-90.76976,1.314227
236,-371,167,-2023,-71,-19,-587,392433319,30036251,500219724,1.027344,3034,23.593067,63.152672
237,-371,167,-2023,-71,-19,-587,392433319,30036251,500219724,1.027344,3034,23.593067,63.152672
238,-371,167,-2023,-71,-19,-587,392433319,30036251,500219724,1.027344,3034,23.593067,63.152672
239,-387,226,-2010,-256,378,182,392433317,30036249,500219726,1.035156,3063,-74.207756,6.575517
240,-387,226,-2010,-256,378,182,392433317,30036249,500219726,1.035156,3063,-74.207756,6.575517
241,-387,226,-2010,-256,378,182,392433317,30036249,500219726,1.035156,3063,-74.207756,6.575517
242,-356,275,-1968,-110,226,337,392433315,30036246,500219728,1.039062,3074,18.023548,110.906853
243,-356,275,-1968,-110,226,337,392433315,30036246,500219728,1.039062,3074,18.023548,110.906853
244,-356,275,-1968,-110,226,337,392433315,30036246,500219728,1.039062,3074,18.023548,110.906853
245,-348,302,-1930,-374,487,-354,392433313,30036243,500219731,1.039062,35853,-30.107737,111.159714
246,-348,302,-1930,-374,487,-354,392433313,30036243,500219731,1.039062,35853,-30.107737,111.159714
247,-348,302,-1930,-374,487,-354,392433313,30036243,500219731,1.039062,35853,-30.107737,111.159714
248,-337,330,-1884,-473,178,219,392433310,30036241,500219733,1.046875,3096,12.119802,123.054512
249,-337,330,-1884,-473,178,219,392433310,30036241,500219733,1.046875,3096,12.119802,123.054512
250,-337,330,-1884,-473,178,219,392433310,30036241,500219733,1.046875,3096,12.119802,123.054512
251,-320,329,-1868,-61,113,258,392433308,30036239,500219735,1.042969,35875,-24.371105,76.482735
252,-320,329,-1868,-61,113,258,392433308,30036239,500219735,1.042969,35875,-24.371105,76.482735
253,-320,329,-1868,-61,113,258,392433308,30036239,500219735,1.042969,35875,-24.371105,76.482735
254,-359,346,-1889,-45,79,169,392433305,30036236,500219737,1.039062,3104,-30.504972,58.565697
255,-359,346,-1889,-45,79,169,392433305,30036236,500219737,1.039062,3104,-30.504972,58.565697
256,-359,346,-1889,-45,79,169,392433305,30036236,500219737,1.039062,3104,-30.504972,58.565697
257,-367,336,-1906,107,-20,156,392433303,30036234,500219738,1.039062,35742,-6.051682,62.560966
258,-367,336,-1906,107,-20,156,392433303,30036234,500219738,1.039062,35742,-6.051682,62.560966
259,-367,336,-1906,107,-20,156,392433303,30036234,500219738,1.039062,35742,-6.051682,62.560966
260,-365,327,-1933,387,-55,285,392433300,30036232,500219740,1.03125,3052,-2.877905,61.627388
261,-365,327,-1933,387,-55,285,392433300,30036232,500219740,1.03125,3052,-2.877905,61.627388
262,-365,327,-1933,387,-55,285,392433300,30036232,500219740,1.03125,3052,-2.877905,61.627388
263,-398,330,-1976,359,-187,-186,392433297,30036229,500219742,1.023438,35423,51.18589,-12.598776
264,-398,330,-1976,359,-187,-186,392433297,30036229,500219742,1.023438,35423,51.18589,-12.598776
265,-398,330,-1976,359,-187,-186,392433297,30036229,500219742,1.023438,35423,51.18589,-12.598776
266,-346,307,-1986,66,235,-781,392433294,30036227,500219743,1.019531,3007,51.31739,30.675631
267,-346,307,-1986,66,235,-781,392433294,30036227,500219743,1.019531,3007,51.31739,30.675631
268,-346,307,-1986,66,235,-781,392433294,30036227,500219743,1.019531,3007,51.31739,30.675631
269,-257,339,-1960,-245,304,363,392433291,30036224,500219746,1.015625,35775,58.078621,55.751808
270,-257,339,-1960,-245,304,363,392433291,30036224,500219746,1.015625,35775,58.078621,55.751808
271,-257,339,-1960,-245,304,363,392433291,30036224,500219746,1.015625,35775,58.078621,55.751808
272,-258,274,-1950,-196,142,-257,392433287,30036222,500219748,1.011719,3000,0,115.300636
273,-258,274,-1950,-196,142,-257,392433287,30036222,500219748,1.011719,3000,0,115.300636
274,-258,274,-1950,-196,142,-257,392433287,30036222,500219748,1.011719,3000,0,115.300636
275,-255,232,-1955,-132,32,-255,392433284,30036220,500219750,1.003906,35735,5.785945,102.538017
276,-255,232,-1955,-132,32,-255,392433284,30036220,500219750,1.003906,35735,5.785945,102.538017
277,-255,232,-1955,-132,32,-255,392433284,30036220,500219750,1.003906,35735,5.785945,102.538017
278,-219,240,-1990,-238,197,-166,392433281,30036217,500219752,1.003906,2992,40.463264,46.952084
279,-219,240,-1990,-238,197,-166,392433281,30036217,500219752,1.003906,2992,40.463264,46.952084
280,-219,240,-1990,-238,197,-166,392433281,30036217,500219752,1.003906,2992,40.463264,46.952084
281,-233,279,-2057,-462,123,83,392433279,30036215,500219755,1.003906,35765,-14.499109,85.650635
282,-233,279,-2057,-462,123,83,392433279,30036215,500219755,1.003906,35765,-14.499109,85.650635
283,-233,279,-2057,-462,123,83,392433279,30036215,500219755,1.003906,35765,-14.499109,85.650635
284,-228,300,-2128,-423,302,77,392433276,30036213,500219757,1.007812,3003,17.431805,55.778099
285,-228,300,-2128,-423,302,77,392433276,30036213,500219757,1.007812,3003,17.431805,55.778099
286,-228,300,-2128,-423,302,77,392433276,30036213,500219757,1.007812,3003,17.431805,55.778099
287,-255,304,-2194,-558,291,-226,392433274,30036211,500219759,1.007812,35770,-23.27528,38.670227
288,-255,304,-2194,-558,291,-226,392433274,30036211,500219759,1.007812,35770,-23.27528,38.670227
289,-255,304,-2194,-558,291,-226,392433274,30036211,500219759,1.007812,35770,-23.27528,38.670227
290,-228,300,-2214,-261,-49,144,392433272,30036209,500219760,1.003906,3001,29.066708,34.341171
291,-228,300,-2214,-261,-49,144,392433272,30036209,500219760,1.003906,3001,29.066708,34.341171
292,-228,300,-2214,-261,-49,144,392433272,30036209,500219760,1.003906,3001,29.066708,34.341171
293,-234,305,-2255,-31,66,42,392433270,30036207,500219762,1.007812,3001,-20.337105,60.068726
294,-234,305,-2255,-31,66,42,392433270,30036207,500219762,1.007812,3001,-20.337105,60.068726
295,-234,305,-2255,-31,66,42,392433270,30036207,500219762,1.007812,3001,-20.337105,60.068726
